Environment,Ward,Replication,Genotype,Genotype,SHW,SP,PY,Biomass,HI,GY, Severity,Class, GGA, Necrosis, a, u, Chlorosis, b, v, CSI
E3,10,3,Natal_common,G11,32,62.35294118,85,466.6666667,0.106283422,53,35.52,,0.2,50.38,-6.156666667,1.69,4.11,20.35333333,25.57333333,47.69666667
E3,10,3,Tumbe,G12,24,63.07692308,65,566.6666667,0.069413093,41,38.13333333,,0.163333333,67.55333333,-3.99,3.773333333,4.973333333,18.01,22.46333333,48.78333333
E3,10,4,Bobwhite,G1,43.5,20.90909091,55,55,0.116751269,11.5,59.46666667,,0.196666667,54.60123333,-4.6,3.676666667,6.1549,19.62333333,24.43,30.13333333
E3,10,4,Chigunwe,G2,30,50,60,60,0.333333333,30,58.43333333,,0.253333333,42.8457,-4.25,2.536666667,5.172933333,16.29,20.35,19.00666667
E3,10,4,Chizambia,G3,45,40,75,285,0.090909091,30,54.16666667,,0.186666667,60.58246667,-4.346666667,3.816666667,3.8476,19.10333333,23.82666667,23.06666667
E3,10,4,Guineafowl,G4,0,0,0,0,0,0,59.88333333,,0.146666667,69.1182,-2.05,7.626666667,6.845333333,19.59333333,24.12,35.69666667
E3,10,4,Kabhutsu,G5,64,1.538461538,65,65,0.007751938,1,70.93333333,,0.116666667,82.34553333,-1.376666667,6.93,11.12516667,16.75666667,20.42666667,17.22333333
E3,10,4,Kasawaya,G6,60,25,80,80,0.142857143,20,33.73333333,,0.146666667,50.8815,-3.25,5.366666667,1.2883,19.24333333,23.36333333,30.07666667
E3,10,4,Makulu_red,G7,42,6.666666667,45,45,0.034482759,3,40.13333333,,0.213333333,45.38223333,-4.16,2.86,2.393466667,16.47,21.21333333,17.52666667
E3,10,4,Munzungu_munemari,G8,55,38.88888889,90,45,0.35,35,47.26666667,,0.243333333,48.94686667,-4.6,2.753333333,3.635333333,17.56666667,22.31333333,19.76
E3,10,4,Murambatsvina,G9,10,71.42857143,35,35,0.555555556,25,43.66666667,,0.216666667,42.46366667,-5.306666667,2.22,3.457933333,18.79,23.72333333,28.17666667
E3,10,4,Muromo_wehoto,G10,36,29.41176471,51,51,0.172413793,15,64.61666667,,0.22,55.22753333,-3.983333333,1.966666667,8.078033333,14.07666667,18.35333333,10.08
E3,10,4,Natal_common,G11,35,58.82352941,85,35,0.714285714,50,39.1,,0.17,61.38593333,-3.82,5.086666667,1.756033333,19.93666667,25.02333333,28.11333333
E3,10,4,Tumbe,G12,20,50,40,40,0.333333333,20,42.6,,0.14,60.7196,-2.866666667,4.463333333,2.987733333,15.98666667,20.17666667,21.07
E3,10,5,Bobwhite,G1,50,16.66666667,60,60,0.090909091,10,60.56666667,,0.066666667,86.5558,0.813333333,16.29666667,9.9249,28.32333333,33.65333333,52.98333333
E3,10,5,Chigunwe,G2,32,57.33333333,75,75,0.401869159,43,59,,0.343333333,49.40343333,-5.083333333,1.9,8.6649,17.28333333,22.33,11.03
E3,10,5,Chizambia,G3,15,62.5,40,240,0.098039216,25,54.76666667,,0.106666667,57.55116667,-3.16,10.33333333,7.645233333,29.56333333,34.68666667,59.15666667
E3,10,5,Guineafowl,G4,0,0,0,0,0,0,60.93333333,,0.086666667,91.8675,2.313333333,17.69,15.68713333,27.86333333,31.17333333,48.22333333
E3,10,5,Kabhutsu,G5,50,5.660377358,53,53,0.029126214,3,71.51666667,,0.146666667,80.85863333,-2.03,4.87,23.13266667,14.14,18.11333333,8.266666667
E3,10,5,Kasawaya,G6,30,40,50,50,0.25,20,34.33333333,,0.233333333,45.78846667,-7.29,1.44,1.070666667,22.71,29.72666667,36.00666667
E3,10,5,Makulu_red,G7,44,4.347826087,46,46,0.022222222,2,41,,0.41,30.80963333,-7.41,-1.82,2.260066667,16.33,21.61,7.65
E3,10,5,Munzungu_munemari,G8,50,37.5,80,38,0.340909091,30,47.9,,0.116666667,60.3922,-2.836666667,9.436666667,4.489,26.21,31.78,53.14333333
E3,10,5,Murambatsvina,G9,8,78.94736842,38,38,0.652173913,30,44.46666667,,0.15,62.9231,-2.01,9.003333333,3.388933333,23.24,27.12666667,44.82333333
E3,10,5,Muromo_wehoto,G10,34,46.03174603,63,63,0.298969072,29,64.93333333,,0.123333333,78.2228,-1.133333333,9.42,18.49136667,21.26666667,25.3,33.67666667
E3,10,5,Natal_common,G11,47,53.92156863,102,38,0.647058824,55,39.5,,0.113333333,68.5398,-0.026666667,12.48,1.310466667,24.04333333,27.98,51.93
E3,10,5,Tumbe,G12,23,46.51162791,43,43,0.303030303,20,43.1,,0.086666667,76.3865,-0.543333333,12.5,2.7179,26.43333333,30.00666667,56.86
E3,10,6,Bobwhite,G1,59,15.71428571,70,70,0.085271318,11,61.16666667,,0.026666667,85.257,1.293333333,18.23666667,10.92646667,31.69,36.18333333,75.37
E3,10,6,Chigunwe,G2,25,61.53846154,65,65,0.444444444,40,59.7,,0.256666667,49.09666667,-4.25,6.093333333,8.348933333,24.32333333,29.01,31.4
E3,10,6,Chizambia,G3,25,61.53846154,65,200,0.177777778,40,55.1,,0.13,71.85796667,-1.02,10.65666667,7.4144,23.62666667,27.43333333,36.59
E3,10,6,Guineafowl,G4,33,34,50,50,0.204819277,17,61.63333333,,0.08,83.2727,0.74,12.36666667,13.22113333,22.06666667,25.14333333,41.58
E3,10,6,Kabhutsu,G5,48,4,50,50,0.020408163,2,71.83333333,,0.103333333,83.53643333,-0.036666667,11.28666667,24.77846667,21.45333333,25.02,33.43333333
E3,10,6,Kasawaya,G6,60,33.33333333,90,90,0.2,30,34.83333333,,0.046666667,67.95596667,-2.77,11.98333333,2.151466667,31.35333333,37.57666667,65.48333333
E3,10,6,Makulu_red,G7,44,20,55,55,0.111111111,11,41.5,,0.186666667,54.0705,-1.153333333,9.46,2.912633333,21.56333333,25.21,31.73333333
E3,10,6,Munzungu_munemari,G8,30,60,75,50,0.5625,45,48.46666667,,0.07,67.0787,-1.256666667,13.15333333,4.280933333,29.32666667,34.57,62.25333333
E3,10,6,Murambatsvina,G9,31,11.42857143,35,35,0.060606061,4,44.76666667,,0.073333333,66.7999,-2.356666667,10.98666667,3.921533333,29.22333333,33.42666667,62.06333333
E3,10,6,Muromo_wehoto,G10,55,26.66666667,75,75,0.153846154,20,65.53333333,,0.086666667,66.5687,0.316666667,12.02333333,21.33643333,22.92,25.83666667,44.69
E3,10,6,Natal_common,G11,52,50.47619048,105,31,0.638554217,53,40.16666667,,0.083333333,64.26683333,0.636666667,14.78666667,2.427366667,27.44666667,30.95666667,57.78333333
E3,10,6,Tumbe,G12,40,42.85714286,70,70,0.272727273,30,43.63333333,,0.113333333,63.35173333,-0.48,12.94333333,3.441966667,27.84333333,30.79666667,55.5
E4,8,1,Bobwhite,G1,212,41.27423823,361,200,0.361650485,149,34.79333333,,0.276666667,86.15,-6.79,7.453333333,10.42666667,28.93,46.89,50.72666667
E4,8,1,Chigunwe,G2,135,55,300,780,0.180327869,165,31.98666667,,0.61,45.11,-14.03666667,-9.833333333,8.76,35.65,41.16666667,40.82333333
E4,8,1,Chizambia,G3,168,51.02040816,343,800,0.180785124,175,31.53,,0.436666667,55.12666667,-7.483333333,-3.13,6.036666667,19.67,25.27,18.49333333
E4,8,1,Guineafowl,G4,68,62.84153005,183,766.6666667,0.137779553,115,37.33333333,,0.393333333,62.92,-22.74,-13.95666667,12.54666667,27.25,29.33,59.7
E4,8,1,Kabhutsu,G5,60,50,120,416.6666667,0.125874126,60,54.08666667,,0.163333333,71.05,-35.37333333,8.613333333,65,16.79666667,19.66,6.743333333
E4,8,1,Kasawaya,G6,216,68.96551724,696,550,0.626631854,480,16.18,,0.453333333,43.62,-8.91,-3.52,0.726666667,35.95666667,31.83666667,46.02666667
E4,8,1,Makulu_red,G7,186,66.30434783,552,433.3333333,0.590958019,366,20.65333333,,0.53,54.65333333,-9.676666667,0.403333333,2.083333333,24.72,41.70333333,31.66666667
E4,8,1,Munzungu_munemari,G8,122,60.8974359,312,633.3333333,0.251544572,190,26.76,,0.483333333,36.46,-11.24666667,-4.703333333,5.133333333,22.31333333,28.57,10.74333333
E4,8,1,Murambatsvina,G9,210,58,500,520,0.397260274,290,22.64333333,,0.456666667,23.24,-11.04,-4.326666667,4.47,22.61666667,28.92666667,12.34666667
E4,8,1,Muromo_wehoto,G10,155,39.21568627,255,650,0.124223602,100,41.47333333,,0.41,36.43,-10.30666667,-1.053333333,50.63,28.26333333,34.35666667,23.17
E4,8,1,Natal_common,G11,118,61.56351792,307,900,0.185658153,189,20.04666667,,0.323333333,48.52,-6.51,2.393333333,1.6,22.91333333,28.33333333,18.28
E4,8,1,Tumbe,G12,235,60.50420168,595,530.5,0.470280862,360,20.91333333,,0.333333333,39.00666667,-7.013333333,3.096666667,3.573333333,26.43333333,31.87666667,21.48666667
E4,8,2,Bobwhite,G1,212,41.11111111,360,220,0.342592593,148,35.33333333,,0.246666667,87.82333333,-7.753333333,-14.62666667,10.13333333,27.98,45.71666667,52.02
E4,8,2,Chigunwe,G2,122,59.46843854,301,783.3333333,0.197717231,179,32.66666667,,0.61,48.08666667,-14.09,-10.41666667,7.226666667,35.52,36.89,35.95
E4,8,2,Chizambia,G3,168,51.02040816,343,955,0.155832591,175,32.13333333,,0.416666667,54.16,-7.953333333,1.576666667,5.373333333,19.46666667,25.09,16.40333333
E4,8,2,Guineafowl,G4,68,62.84153005,183,766.6666667,0.137779553,115,37.93333333,,0.313333333,63.12,-22.72,-12.41666667,12.28333333,29.17666667,29.42,63.43333333
E4,8,2,Kabhutsu,G5,65,43.47826087,115,533.3333333,0.08356546,50,54.43333333,,0.156666667,68.92,-0.986666667,9.596666667,65,18.34,21.99666667,6.653333333
E4,8,2,Kasawaya,G6,225,64.89859594,641,700,0.44972973,416,16.56666667,,0.443333333,46.55333333,-10.81333333,-3.85,1.08,36.02666667,32.47666667,47.40333333
E4,8,2,Makulu_red,G7,213,61.48282098,553,616.6666667,0.409803134,340,21.13333333,,0.536666667,54.08,-12.22,1.07,2.273333333,25.94333333,43.22,33.86
E4,8,2,Munzungu_munemari,G8,122,60.8974359,312,633.3333333,0.251544572,190,27.03333333,,0.326666667,49.28666667,-5.033333333,3.25,5.04,19.98666667,25.12333333,16.24333333
E4,8,2,Murambatsvina,G9,203,59.64214712,503,550,0.398406375,300,22.96666667,,0.306666667,44.24666667,-6.216666667,2.6,4.646666667,22.41666667,27.99666667,19.79666667
E4,8,2,Muromo_wehoto,G10,158,39.46360153,261,700,0.12004662,103,41.78333333,,0.45,20.17,-10.06333333,-3.12,52.63333333,22.05,28.51,12.72
E4,8,2,Natal_common,G11,190,58.96328294,463,800,0.275757576,273,20.8,,0.473333333,13.08,-12.46666667,-4.973333333,1.69,25.84333333,32.88,16.25
E4,8,2,Tumbe,G12,241,59.90016639,601,533.3333333,0.464916057,360,20.96666667,,0.35,45.74,-7.05,1.183333333,3.013333333,21.77333333,27.75333333,24.78666667
E4,8,3,Bobwhite,G1,284,32.21957041,419,230,0.262645914,135,35.66666667,,0.233333333,86.23333333,-6.286666667,6.273333333,12.41333333,29.30333333,45.99333333,54.74
E4,8,3,Chigunwe,G2,40,81.81818182,220,730,0.233766234,180,33.01333333,,0.62,49.72333333,-11.78,1.456666667,10.56,34.75,43.08,40.73
E4,8,3,Chizambia,G3,197,46.4673913,368,890,0.157313707,171,32.42,,0.426666667,59.04,-6.876666667,2.37,7.94,21.84,27.31,16.56
E4,8,3,Guineafowl,G4,128,59.10543131,313,785,0.202628697,185,38.35,,0.35,67.91666667,-0.323333333,-16.46666667,14.47333333,29.10666667,28.79666667,66.06666667
E4,8,3,Kabhutsu,G5,49,48.42105263,95,583.3333333,0.072746442,46,54.93333333,,0.143333333,69.26333333,-1.003333333,9.733333333,64,19.46,22.24,7.866666667
E4,8,3,Kasawaya,G6,299,60.81258191,763,533.3333333,0.557468963,464,17.16666667,,0.476666667,47.23666667,-10.01666667,-2.503333333,1.483333333,34.22333333,21.64,49.87333333
E4,8,3,Makulu_red,G7,190,65.64195298,553,633.3333333,0.440890688,363,21.43333333,,0.533333333,60.47333333,-12.35333333,1.22,5.133333333,23.68666667,43.92666667,36.46666667
E4,8,3,Munzungu_munemari,G8,142,57.6119403,335,1433.333333,0.122513754,193,27.41333333,,0.22,75.89,-1.656666667,11.78,7.583333333,29.34333333,32.47666667,34.16
E4,8,3,Murambatsvina,G9,118,69.19060052,383,1016.666667,0.233548766,265,23.46666667,,0.166666667,60.60333333,-2.046666667,13.28333333,7.153333333,33.25666667,37.46666667,44.88333333
E4,8,3,Muromo_wehoto,G10,104,57.89473684,247,1250,0.105612999,143,42.37,,0.356666667,45.02,-7.65,2.786666667,51.55,28.40333333,33.42,28.59666667
E4,8,3,Natal_common,G11,101,53.66972477,218,816.6666667,0.127497276,117,21.26666667,,0.116666667,74.30333333,2.48,20.23666667,3.926666667,33.76,36.3,39.75
E4,8,3,Tumbe,G12,218,62.21837088,577,1666.666667,0.190484613,359,21.93333333,,0.26,66.81333333,-3.41,9.55,5.4,30.08333333,33.70666667,36.87666667
E4,8,4,Bobwhite,G1,63,68.96551724,203,243,0.45751634,140,39.26666667,,0.213333333,53.00913333,-8.5,2.793333333,12.82433333,31.66333333,37.12333333,47.74333333
E4,8,4,Chigunwe,G2,25,87.5,200,750,0.225806452,175,36.26666667,,0.396666667,42.31946667,-11.36,-2.8,11.86463333,27.46666667,34.18,33.03333333
E4,8,4,Chizambia,G3,235,38.96103896,385,885,0.133928571,150,35.56666667,,0.263333333,68.97376667,-5.98,3.786666667,11.6458,24.47,29.58,36.37666667
E4,8,4,Guineafowl,G4,-40,132,125,625,0.282051282,165,41.2,,0.173333333,86.14013333,-1.653333333,11.16,13.8926,26.96666667,30.99666667,35.01333333
E4,8,4,Kabhutsu,G5,62,54.07407407,135,135,0.370558376,73,58.43333333,,0.146666667,77.2915,-1.756666667,9.566666667,18.38526667,23.27666667,27.68666667,39.00666667
E4,8,4,Kasawaya,G6,243,63.34841629,663,60,1.386138614,420,21.86666667,,0.243333333,59.79996667,-6.65,3.33,3.7077,25.47333333,31.41666667,38.34
E4,8,4,Makulu_red,G7,70,82.0971867,391,91,1.99378882,321,25.36666667,,0.293333333,52.55143333,-9.116666667,0.546666667,7.786233333,27.36666667,33.77666667,39.14666667
E4,8,4,Munzungu_munemari,G8,26,88.18181818,220,60,2.255813953,194,30.5,,0.363333333,42.0705,-10.66333333,-1.813333333,11.0384,27.43,33.63,35.8
E4,8,4,Murambatsvina,G9,40,87.5,320,35,3.733333333,280,26.76666667,,0.276666667,52.48283333,-7.78,1.993333333,10.71423333,26.50666667,32.26666667,38.38666667
E4,8,4,Muromo_wehoto,G10,35,78.78787879,165,113,0.878378378,130,45.66666667,,0.216666667,59.79836667,-7.003333333,4.013333333,14.60463333,28.90333333,34.27,43.65666667
E4,8,4,Natal_common,G11,243,64,675,500,0.581426649,432,25,,0.156666667,60.2168,-4.366666667,8.34,4.465966667,29.88333333,34.49666667,49.11
E4,8,4,Tumbe,G12,40,85.71428571,280,62,2.352941176,240,25.66333333,,0.39,49.3482,-10.32666667,-3.04,9.887,22.96666667,29.35333333,25.08
E4,8,5,Bobwhite,G1,50,74.35897436,195,200,0.58,145,39.91666667,,0.126666667,66.4653,-4.603333333,8.006666667,12.10853333,29.71666667,34.85,55.60333333
E4,8,5,Chigunwe,G2,42,80.46511628,215,755,0.21706399,173,36.73333333,,0.356666667,46.1985,-10.82333333,-2.093333333,10.52553333,27.00666667,33.80666667,34.57666667
E4,8,5,Chizambia,G3,178,44.89164087,323,785,0.150571132,145,36,,0.176666667,77.34236667,-4.103333333,6.85,9.945366667,25.20666667,30.11333333,45.79666667
E4,8,5,Guineafowl,G4,-40,130.7692308,130,530,0.346938776,170,41.43333333,,0.116666667,86.74956667,-0.906666667,10.42,14.00996667,22.55666667,26.65333333,44.49666667
E4,8,5,Kabhutsu,G5,85,45.51282051,156,156,0.294605809,71,59.33333333,,0.126666667,85.48603333,-2.066666667,9.966666667,18.53786667,25.57,29.79666667,47.18333333
E4,8,5,Kasawaya,G6,240,63.07692308,650,50,1.413793103,410,22.33333333,,0.17,63.66396667,-4.85,6.13,3.347066667,25.72666667,31.29333333,47.51
E4,8,5,Makulu_red,G7,70,82.05128205,390,95,1.939393939,320,26.1,,0.22,55.69816667,-5.783333333,3.7,6.933466667,23.24666667,29.13333333,42.33
E4,8,5,Munzungu_munemari,G8,50,78.72340426,235,65,1.608695652,185,31,,0.15,53.6853,-2.576666667,10.06666667,9.023633333,27.36666667,31.66666667,54.46666667
E4,8,5,Murambatsvina,G9,117,65.78947368,342,32,1.510067114,225,27.28333333,,0.223333333,56.74436667,-6.27,3.546666667,7.159566667,24.79333333,30.40666667,44.44
E4,8,5,Muromo_wehoto,G10,340,27.50533049,469,109,0.287305122,129,46.66666667,,0.246666667,61.54003333,-6.516666667,2.89,15.3677,24.22666667,29.61333333,40.04
E4,8,5,Natal_common,G11,211,62.98245614,570,666.6666667,0.409039119,359,25.8,,0.226666667,57.2587,-6.166666667,4.19,4.078466667,25.80666667,31.45666667,43.57
E4,8,5,Tumbe,G12,45,83.63636364,275,51,2.395833333,230,26.53333333,,0.286666667,64.2463,-6.796666667,2.346666667,7.0218,23.55333333,29,37.14333333
E4,8,6,Bobwhite,G1,23,84.96732026,153,230,0.513833992,130,40.36666667,,0.36,44.4424,-10.76333333,-2.553333333,10.10413333,25.73333333,32.56,22.9
E4,8,6,Chigunwe,G2,50,77.27272727,220,740,0.215189873,170,37.3,,0.543333333,21.68183333,-16.59666667,-9.553333333,8.496633333,29.75333333,37.28333333,24.32666667
E4,8,6,Chizambia,G3,13,92.02453988,163,750,0.196592398,150,36.66666667,,0.613333333,29.16673333,-13.95666667,-8.743333333,8.112266667,21.93333333,29.4,8.94
E4,8,6,Guineafowl,G4,-56,148.6956522,115,550,0.346153846,171,41.86666667,,0.28,57.2819,-7.17,5.166666667,13.09526667,32.46666667,37.01,35.57
E4,8,6,Kabhutsu,G5,80,44.05594406,143,143,0.282511211,63,60.56666667,,0.13,81.14436667,-2.436666667,9.146666667,17.5061,24.76333333,29.36666667,29.31333333
E4,8,6,Kasawaya,G6,250,63.76811594,690,90,1.294117647,440,23.43333333,,0.23,54.67846667,-7.393333333,4.826666667,3.6845,32.12333333,37.49333333,39.25666667
E4,8,6,Makulu_red,G7,140,44,250,98,0.462184874,110,26.86666667,,0.4,30.44773333,-13.50666667,-5.36,5.912733333,28.92333333,36.17333333,29.68666667
E4,8,6,Munzungu_munemari,G8,67,73.7254902,255,58,1.504,188,31.56666667,,0.5,41.78786667,-12.45333333,-5.503333333,7.892866667,24.87666667,31.11333333,13.63
E4,8,6,Murambatsvina,G9,66,77.24137931,290,33,2.262626263,224,28.33333333,,0.29,44.9675,-9.613333333,0.616666667,7.824566667,29.88666667,35.88666667,37.38666667
E4,8,6,Muromo_wehoto,G10,40,77.14285714,175,136,0.767045455,135,47.6,,0.363333333,43.52126667,-10.92333333,-1.69,16.6716,28.81,35.19666667,28.81333333
E4,8,6,Natal_common,G11,224,37.77777778,360,766.6666667,0.137281292,136,26.15333333,,0.273333333,62.10046667,-6.803333333,3.75,4.866133333,27.13,32.74666667,26.38666667
E4,8,6,Tumbe,G12,35,87.03703704,270,52,2.701149425,235,27.53333333,,0.44,46.9968,-11.27333333,-3.8,7.3138,25.08,30.73333333,19.12333333
